,epoch,d_loss,g_loss
82,83.0,1.89585280418396,3.7345168590545654
83,84.0,1.79624605178833,3.0612728595733643
84,85.0,1.7652218341827393,3.0931363105773926
85,86.0,1.7919213771820068,3.6875956058502197
86,87.0,1.906324028968811,3.482630729675293
87,88.0,1.9219764471054077,3.881669521331787
88,89.0,1.8461270332336426,3.0143141746520996
89,90.0,1.7181059122085571,3.8592519760131836
90,91.0,1.6389739513397217,3.1479666233062744
91,92.0,1.6655457019805908,3.232325792312622
92,93.0,1.7250585556030273,3.6396214962005615
93,94.0,1.5489206314086914,2.6188414096832275
94,95.0,1.5486483573913574,3.3848862648010254
95,96.0,1.6140153408050537,3.011843681335449
96,97.0,1.5209605693817139,3.1414246559143066
97,98.0,1.9438221454620361,3.2463860511779785
98,99.0,1.7273786067962646,2.796914577484131
99,100.0,1.7490379810333252,2.871511220932007
100,101.0,1.6585884094238281,3.0993709564208984
101,102.0,1.7307919263839722,2.829860210418701
102,103.0,1.6865378618240356,3.3786675930023193
103,104.0,1.6063812971115112,2.6911866664886475
104,105.0,1.6266567707061768,2.8019638061523438
105,106.0,1.5947965383529663,3.003150463104248
106,107.0,1.5588783025741577,3.9688544273376465
107,108.0,1.4945191144943237,3.4359517097473145
108,109.0,1.5425970554351807,3.7177324295043945
109,110.0,1.6271299123764038,2.6644763946533203
110,111.0,1.5285125970840454,3.6197752952575684
111,112.0,1.5112649202346802,3.4046823978424072
112,113.0,1.5534518957138062,3.4101064205169678
113,114.0,1.4654405117034912,2.8666677474975586
114,115.0,1.4214634895324707,3.1085362434387207
115,116.0,1.4053760766983032,3.270753860473633
116,117.0,1.4375603199005127,2.7350428104400635
117,118.0,1.4752752780914307,2.7910830974578857
118,119.0,1.4027857780456543,3.325711727142334
119,120.0,1.5574290752410889,3.09525465965271
120,121.0,1.429793119430542,3.4179182052612305
121,122.0,1.4783538579940796,2.826083183288574
122,123.0,1.3675734996795654,3.038691997528076
123,124.0,1.419180154800415,2.6171860694885254
124,125.0,1.4083847999572754,2.8473806381225586
125,126.0,1.4590942859649658,2.9316768646240234
126,127.0,1.4496042728424072,3.0287067890167236
127,128.0,1.3837180137634277,2.723888635635376
128,129.0,1.4013034105300903,3.297974109649658
129,130.0,1.3936837911605835,3.3668789863586426
130,131.0,1.3795419931411743,2.8269309997558594
131,132.0,1.381244421005249,3.4338836669921875
132,133.0,1.3977084159851074,3.3146891593933105
133,134.0,1.3209810256958008,3.0757341384887695
134,135.0,1.3097505569458008,2.401669502258301
135,136.0,1.2599073648452759,2.752854347229004
136,137.0,1.2510606050491333,2.9132347106933594
137,138.0,1.3446252346038818,3.156330108642578
138,139.0,1.29802668094635,2.954383373260498
139,140.0,1.3710765838623047,2.7063441276550293
140,141.0,1.2996667623519897,2.9837188720703125
141,142.0,1.2892969846725464,3.0695760250091553
142,143.0,1.2139477729797363,2.322723388671875
143,144.0,1.3197568655014038,3.058831214904785
144,145.0,1.279301404953003,2.20173978805542
145,146.0,1.2641874551773071,2.522260904312134
146,147.0,1.3648803234100342,2.5930371284484863
147,148.0,1.3024426698684692,1.963997483253479
148,149.0,1.2733986377716064,2.2969086170196533
149,150.0,1.3250956535339355,2.8767800331115723
150,151.0,1.3099993467330933,2.6530404090881348
151,152.0,1.4285897016525269,2.6254396438598633
152,153.0,1.3652889728546143,2.6007843017578125
153,154.0,1.327399492263794,2.612370014190674
154,155.0,1.558078646659851,2.6316115856170654
155,156.0,1.5093449354171753,3.218153476715088
156,157.0,1.3188202381134033,2.5999794006347656
157,158.0,1.2890338897705078,3.1643800735473633
158,159.0,1.294251561164856,2.2954370975494385
159,160.0,1.3238681554794312,2.2495875358581543
160,161.0,1.4532572031021118,2.4458723068237305
161,162.0,1.353263258934021,2.482335090637207
162,163.0,1.4052739143371582,2.4514541625976562
163,164.0,1.5447237491607666,2.7390151023864746
164,165.0,1.4365472793579102,2.322042226791382
165,166.0,1.3603264093399048,2.3735337257385254
166,167.0,1.3285412788391113,2.5963053703308105
167,168.0,1.254101037979126,2.4159789085388184
168,169.0,1.3302189111709595,2.608487367630005
169,170.0,1.1698312759399414,2.421593189239502
170,171.0,1.2049460411071777,2.5217626094818115
171,172.0,1.244105577468872,2.284467935562134
172,173.0,1.2491508722305298,2.5527713298797607
173,174.0,1.213944435119629,2.818333148956299
174,175.0,1.1862306594848633,2.623661518096924
175,176.0,1.244981050491333,2.5385541915893555
176,177.0,1.3983103036880493,2.6282801628112793
177,178.0,1.3740637302398682,2.285764217376709
178,179.0,1.2494630813598633,2.0967447757720947
179,180.0,1.3658015727996826,2.916147232055664
180,181.0,1.4605212211608887,2.6113944053649902
181,182.0,1.327515959739685,2.0999398231506348
182,183.0,1.2576372623443604,2.223684787750244
183,184.0,1.4005290269851685,2.0029795169830322
184,185.0,1.252666711807251,2.415914535522461
185,186.0,1.3040482997894287,2.1022298336029053
186,187.0,1.2257877588272095,2.3219475746154785
187,188.0,1.3818161487579346,1.8802820444107056
188,189.0,1.1808757781982422,1.797857642173767
189,190.0,1.2856485843658447,2.261972665786743
190,191.0,1.2177369594573975,1.7591516971588135
191,192.0,1.2642204761505127,1.9419326782226562
192,193.0,1.248976707458496,1.854084849357605
193,194.0,1.2081133127212524,2.4006471633911133
194,195.0,1.4004039764404297,2.0153684616088867
195,196.0,1.2097105979919434,1.6717820167541504
196,197.0,1.1646528244018555,2.001293659210205
197,198.0,1.2363502979278564,2.0738508701324463
198,199.0,1.1456838846206665,1.983381748199463
199,200.0,1.075439214706421,2.1883811950683594
